client_id,name,age,gender,income,credit_score
38497,Lawrence Ray,61,Male,33936,412
84721,Jeffrey Watkins,29,Female,22060,504
55064,Erik Curtis,51,Female,65254,811
18207,Benjamin Murphy,57,Male,77209,529
31499,Lori Adams,68,Male,92775,564
41678,Karen Watson,76,Male,117972,825
12836,Charles Larson,36,Male,98385,362
5695,Victoria Dickerson,51,Female,147921,706
24335,Jasmine Chen,20,Female,106841,682
20358,Mark White,46,Male,22801,557
12965,Nicholas Romero,68,Male,60513,500
5677,Kyle Green,52,Female,45672,488
18529,Jennifer Wright,27,Female,92240,420
40099,Brittany Lopez,39,Male,96636,801
25695,Edward Maldonado,79,Female,76899,400
34352,Melissa Wilson,21,Male,70391,565
65129,David Willis,37,Male,80032,383
40227,Thomas Spencer,50,Male,113112,371
16070,Timothy Stanton,75,Male,118764,376
69368,Jamie Hendrix,80,Male,135478,567
10554,Jason Roberts,42,Female,58936,848
40927,Lauren Smith,58,Male,143635,408
70026,Leroy Valdez,44,Female,76298,429
84800,Craig George,44,Male,34016,597
73937,Douglas Weber,45,Male,47261,405
33939,Henry Richardson,51,Female,134901,821
6301,William Gallegos,73,Male,50396,773
78278,Lisa Perkins,52,Female,44687,404
36528,David Johnson,41,Male,61086,588
31968,Melissa Martinez,46,Male,28359,677
42143,David Clayton DVM,70,Male,86544,590
30913,Kristine Stokes,75,Male,128581,446
87260,Andrea Mann,60,Male,53963,379
45411,Jeremy Miller,43,Male,49600,732
39320,Mr. Nicholas Allen,60,Male,42680,658
56173,Karen Jones,44,Female,96962,776
96524,Luis Snow,29,Male,50732,777
10361,Brian Beltran,48,Female,49454,575
45227,Rhonda Doyle,42,Female,100645,328
13918,Debra Gonzalez,43,Female,37507,307
58094,Gary Sanchez,27,Female,31324,638
2444,Dr. Carol Strickland,32,Female,93777,698
47529,Jennifer Robinson,67,Female,134582,762
77115,Rachel Cole,32,Male,102364,624
69114,Kevin Cabrera,47,Male,94277,625
55578,Timothy Wright,68,Male,48443,527
1838,Rachel Taylor,55,Female,41235,526
36914,Kevin Rowland,37,Male,50533,328
47573,Kaitlyn Brewer,25,Male,67128,531
82149,Jason Warren,64,Male,44920,789
1226,Troy Gray,70,Male,103456,457
94956,Nicholas Carlson,68,Male,22540,849
79782,Kendra Johnson,57,Male,86602,434
14616,Jessica Cuevas,25,Female,139997,676
35396,Kathryn Ramirez,50,Female,29097,307
3175,Sara Owens,18,Female,80310,400
88839,Cassandra Zuniga,23,Female,129173,792
93941,Barbara Flores,44,Male,75527,664
55502,Jason Reid,73,Male,33640,804
3630,Cynthia Carlson,56,Male,62038,423
44807,Francisco Gibson,30,Male,133413,653
71870,Tammy Williams,58,Female,94147,449
11701,Cole Irwin,30,Male,80231,786
26172,Ashley Archer,63,Female,68436,578
80655,Angela Medina,39,Male,135557,662
65054,Olivia Landry,64,Male,147087,572
3652,Amy Johnson,77,Female,84615,650
68524,Kristen Ware,54,Female,134347,544
77536,Rebecca Li,29,Male,80885,395
58897,David Ross,32,Male,107053,633
58834,Derek Berry,28,Male,40291,676
67113,Megan Wright,68,Male,122509,440
6549,Michael Hampton,24,Female,52258,661
65708,Sonya Morris,69,Female,56808,300
22691,Amber Fernandez,18,Female,35016,375
27011,Brandy Peterson,77,Male,97486,781
91564,Nancy Richardson,47,Male,79527,620
26683,Caroline Campbell,63,Male,73237,772
55447,Lacey Warner,38,Female,47196,706
84733,Diane Owens,67,Male,65402,555
35728,Dennis Owen,18,Female,135293,744
14015,Andrew Murphy,68,Female,92135,565
61892,Ellen Logan,20,Male,24948,793
16231,Patrick Norris,33,Male,36717,427
71755,Whitney Koch,60,Male,31991,760
8878,Tyler Barker,60,Male,90094,469
23248,Julie Barton,20,Male,91409,382
30811,Morgan Brooks,67,Male,116874,435
29939,Gregory Estrada,74,Female,119488,522
25640,William Freeman,58,Female,90781,578
96454,Matthew Turner,38,Female,108842,787
40828,Sarah Cohen,23,Male,41101,427
63546,Steven Schmidt,56,Male,139221,613
42805,Devin Wagner,72,Female,127998,561
31302,Brandon Sanchez,70,Male,30805,650
6277,Malik Smith,19,Male,141735,610
50240,Kristen Hughes,51,Male,113856,306
92034,Melinda Olson,19,Male,84949,524
1018,Amanda Delgado,50,Male,92635,829
22037,Gene Herrera,58,Male,87131,371
42614,Carl Hayes,56,Female,85409,480
12519,Rachel May DDS,80,Female,96084,809
19446,James Davis,72,Male,129753,627
86627,Bryan Harper,60,Male,111283,835
6482,Wanda Moore,18,Female,107729,607
9734,Denise Hawkins,35,Male,60769,749
49640,Kimberly Odonnell,60,Female,40346,637
85829,Donald Livingston,29,Male,115720,315
14661,Leslie Hudson,69,Female,48679,647
66517,Natasha Thomas,47,Male,69899,564
53054,Samantha Booth,63,Male,125465,534
76271,Emily Hayden,55,Female,93009,606
80733,Natalie Carter,66,Female,76840,450
81395,Jessica Downs,40,Female,102280,629
74468,Jessica Sanchez,53,Male,85678,802
90187,Doris Jackson,61,Male,28762,667
31797,Kim Ramirez,18,Female,50455,318
30748,Jennifer Wood,48,Male,112226,654
85243,Beth Hunt,22,Male,116770,416
26527,Debra Taylor,67,Female,109799,455
52655,Thomas Bell,48,Female,29516,433
99586,Steven Lee,36,Male,70384,649
16847,Michael Jimenez,35,Female,86896,743
25111,Jessica Reynolds,80,Male,54026,572
79385,Dylan Lopez,78,Male,39445,549
56180,John Anderson,79,Female,49181,409
9606,Tammy Keller,31,Male,109152,510
18008,Mary Chavez,44,Male,122544,566
20730,Crystal Wilson,53,Female,47620,441
58159,Xavier Mccoy,36,Female,129507,569
91346,Lisa Arnold,47,Female,41064,838
55648,Marco Anderson,59,Male,82488,322
67011,Stephanie Mcdaniel,20,Male,129130,619
22016,Cynthia Andrews,30,Female,23990,375
73304,George Thompson,51,Male,100972,850
72400,Katelyn Adams,25,Female,96721,315
84882,Ann Knight,48,Female,49876,433
40394,Dwayne Sanders,75,Male,94352,832
63426,Brandon Horton,31,Female,47652,509
19613,Mr. Cody Wallace,77,Male,36091,820
95599,John Anderson,26,Male,44315,469
28267,Diane Hall,67,Female,73408,714
17402,Cassandra Price,19,Male,139572,384
9366,Justin Molina,70,Female,69964,526
59895,Courtney Kemp,43,Male,140935,717
89483,Rachel Garcia,50,Male,111088,844
97318,Natalie Romero,64,Male,80175,627
49694,Kristen Sexton,57,Female,87408,678
83898,Jason Martin,37,Male,35009,669
52355,Mary King,44,Female,66263,484
38560,Nicholas Benton,44,Male,41064,477
63930,Christopher Washington,56,Female,86123,309
63053,Carlos Pearson,51,Male,103969,311
3735,Lindsay Williams,34,Male,85730,345
39994,Sandra Mccall,42,Female,149028,522
71602,Tyrone Williams,23,Male,29869,738
42839,Sandra Sharp,20,Female,145481,687
94837,Brandy Bolton,31,Male,86076,344
43613,Jonathan Walker,60,Male,38805,645
50133,Carla Ward,20,Female,97139,667
34333,Jennifer Rodriguez,23,Male,95631,773
66021,Sandra Cole,80,Female,20196,435
59707,Robert Stewart,74,Female,73307,556
63073,Nathaniel Cross,39,Male,84829,847
10731,Jennifer Adkins,33,Female,49961,817
98665,Bryan Curry,35,Male,51914,567
22734,Phyllis Ballard,19,Female,60645,679
8008,Isabel Mccall,68,Female,103575,698
19134,Brittany Taylor,51,Male,82169,333
72015,Douglas Miller,70,Male,27634,698
29507,Annette Mccoy,46,Male,50223,480
31827,Margaret Jones,80,Female,119435,389
19514,William Bailey,21,Male,112846,804
23036,Aaron Hodges,66,Female,56568,685
68906,Laura Mcguire,75,Male,117180,635
56918,Daniel Johnson,51,Male,20906,473
33966,Glenn Fox,38,Female,89565,795
83394,Kelly Lang,45,Female,22796,725
8499,Michael Henry,70,Male,143622,805
38969,Stephen Carter,58,Female,96812,583
95831,Ryan Rogers,30,Male,69869,523
77090,Daniel Butler,21,Female,125413,650
52112,Bonnie Ford,39,Female,133315,759
77944,Benjamin Vaughan,39,Male,100666,304
16039,Karen Wolf,71,Male,22083,714
94207,James Frost,56,Male,78300,584
20810,Daniel Scott,58,Female,40057,617
92399,Jaclyn Martinez,62,Female,31802,547
15124,Anthony Paul,57,Female,86645,554
33785,Shelley Graham,25,Female,58677,724
15823,Lisa Gonzalez,56,Male,84456,646
31244,Jose Schmidt,77,Female,122192,598
51385,William Simpson,21,Female,136357,452
64016,Autumn Lynch,42,Male,43600,717
14411,John Kim,47,Female,74406,639
36271,Scott Guerra,24,Male,136113,382
85247,Scott Richards,51,Female,123373,396
52250,Steven Underwood,25,Female,34225,831
94406,Nicholas Williams,74,Female,76629,366
61521,Derek Horton DVM,57,Male,146384,543
54298,Michael Gilbert,26,Male,95900,488
89275,Jennifer Melton,46,Male,88031,405
50947,Daniel Mcgee,71,Female,115045,810
64599,Madison Johnson,55,Female,53798,300
21806,Richard Palmer,35,Female,148219,420
31279,Daniel Williams,37,Male,131179,427
97825,Christina Green,69,Female,138251,361
27086,Michael Jacobs,46,Male,98991,792
57230,Susan Hill,45,Female,140655,722
38291,Alicia Olson,73,Male,79686,700
61228,Alvin Moore,71,Male,133066,637
46029,Robert Hall,73,Female,78377,312
58910,Paul Curry,54,Male,53189,380
65203,Dana Martinez,38,Female,28574,396
38597,Joe Mcguire,73,Male,132774,545
7866,Connie Mcdonald,59,Female,35220,470
30749,Krista Little,63,Male,132503,379
39450,Terrance Ward,41,Female,22350,690
1632,Jimmy Cooley,68,Male,94515,651
18314,Megan King,78,Male,20964,613
34316,Angela Mejia,80,Female,51700,416
87204,Abigail Willis,24,Female,113706,783
95319,Ashley Dixon,39,Female,84313,556
95387,Erica Payne,45,Female,67744,611
4291,Michaela Mccall,35,Male,147636,783
13297,Kristina Lewis,32,Male,60951,722
79808,Jeremy Patterson,19,Female,35320,803
30746,Laura Simmons,53,Female,110069,833
42718,Matthew Briggs,66,Male,123764,660
17863,Scott Cameron,55,Female,148440,618
27761,Andre Ramirez,74,Male,22840,549
38288,Justin Cohen DDS,66,Female,22692,620
40130,Laura Rojas,43,Female,125955,466
12405,Jessica Smith,75,Female,64784,632
73207,Jeremy Bradford,78,Male,122500,844
31059,Sarah Alvarez,66,Female,41610,321
79134,Michelle Logan,59,Female,101443,656
16206,Stephen Schaefer,61,Male,119229,591
90552,George Santana,52,Male,47737,774
1360,Stephanie Cruz,41,Female,66047,367
30697,Deanna Conner,35,Female,64111,581
1139,Meagan Allen,65,Male,99209,768
31728,Donna Bell,37,Female,122555,749
46996,Austin Williamson,39,Male,38187,748
9840,Sean Garcia,78,Female,79053,712
8550,Lori Serrano,25,Female,31857,820
48981,James Stanton,46,Female,34971,580
10449,Phyllis Ramirez,66,Female,133422,371
89352,Andrew Wilson,18,Male,30995,412
21888,Stephanie Henry,40,Female,49259,620
11719,Haley Parker,72,Female,25032,321
3607,Donna Williams,57,Female,103923,738
7543,Samantha Leonard,36,Female,33904,765
59551,John Mcmahon,20,Male,123318,436
44728,Lynn Johnson,36,Female,132141,450
25372,Paula Webb,33,Female,139056,789
17821,Kevin Park,42,Male,120480,342
60979,Gerald Mitchell,18,Female,23018,673
98323,Kenneth Sullivan,25,Male,81718,742
38918,Laura Hill,46,Male,74482,573
61234,Donald Richard,19,Female,65840,465
35824,Jessica Green,56,Male,31131,642
77133,Jodi Byrd,77,Male,42698,328
26774,Lisa Davis,18,Female,74359,313
57042,Robert Haley,71,Female,49583,774
18622,Henry Smith,44,Male,113281,696
46327,John Rivers,31,Male,46793,746
89842,Julian Pratt MD,68,Female,145084,425
70921,Kenneth Phillips,45,Male,127321,792
76367,Misty Pugh,61,Female,103236,805
98696,Timothy Barnett,28,Male,102714,471
42117,Duane Campbell,51,Male,75120,728
69014,Michael Lang,45,Male,109471,689
10133,Nathaniel Rodgers,23,Male,117911,470
85628,Jennifer Montgomery,43,Female,38413,352
80257,Theresa Bell,72,Female,77010,794
13365,Lauren Ross,64,Female,29464,587
99603,Martha Mckinney,64,Male,77376,499
99569,Michelle Wallace,60,Male,124029,403
78589,Jeremy Franco,32,Male,122493,405
52314,Lisa Donaldson,40,Female,147667,512
8042,Denise Moon,71,Female,58303,604
72683,Mason Trevino,58,Male,44705,626
24552,Jeremy Tyler,32,Male,82358,632
36784,Ralph Sandoval,22,Female,112922,603
93026,Amanda Williams,49,Male,93660,328
80703,Karen Morgan DVM,53,Female,103276,669
70822,Diane Hernandez,68,Female,108351,316
96154,David Bautista,38,Female,51387,360
48778,Carly Gibson,33,Male,68079,417
22873,Andrew Hicks,63,Female,68933,763
52476,Steven Moses,80,Female,147615,829
52631,Lee Wilkerson,79,Female,65098,776
88558,John Gilbert,63,Female,139558,449
58562,John Howell,62,Male,59074,375
33602,Dawn Benjamin,23,Male,76564,801
65582,Cory Wheeler,45,Female,69414,823
67416,Jonathan Dennis,66,Male,46131,426
26883,Matthew Edwards,53,Female,111980,608
81215,Daniel Guerra,45,Female,84876,781
14710,Kristin Rodriguez,37,Male,114948,569
11367,Donald Fleming,58,Female,106334,425
85666,Leslie Love,41,Male,22301,717
50107,Jessica Mendoza,24,Male,90927,436
28228,Matthew Sandoval,42,Male,145747,816
11463,Andrew Mcbride,31,Female,121542,665
56884,Felicia Reyes,77,Male,118656,739
39694,Joseph Brooks,28,Male,40193,824
23737,Donna Campbell,41,Female,136415,314
21871,Matthew Peterson,42,Male,83224,704
3960,Holly Ortega,69,Male,120670,567
27988,Alison Kim,21,Female,117707,744
37747,Steven Morton,19,Female,48393,666
64928,Rodney Garrett,71,Male,86052,359
10839,Adam Young,47,Male,125733,340
24269,Heather Bowman,62,Female,29019,741
81971,Teresa Fuller,44,Male,126720,389
48459,Christina Meyer,77,Male,126669,743
63585,Samuel Sherman,40,Male,27047,322
62381,Terry Lewis,40,Male,94680,501
30968,Mary Wu,75,Female,134576,670
60849,Cynthia Jackson,60,Male,138979,345
34832,Alexander Pitts,45,Female,134325,431
47878,Stephen Lambert,65,Male,100295,452
51766,Ashley Mccann,65,Male,68326,548
86556,Ryan Johnson,49,Female,50970,632
63158,Ralph Wallace,59,Male,36329,762
39393,Shari Butler,26,Male,82121,348
39088,Michael Hall,43,Female,41584,330
63292,Ms. Samantha Martin MD,46,Male,33768,360
53930,Elizabeth Fuentes,60,Male,55560,602
33177,April Parker,46,Female,96274,809
49048,Jonathan Hill,20,Male,32504,763
48856,Madison Gordon,75,Female,143717,579
79021,Michael Lopez,61,Male,111723,662
34784,Christopher Smith,55,Male,39042,835
14118,Mary Carr,46,Female,98340,773
65654,Bradley Jackson,65,Female,125390,592
53253,Adam Keller,33,Female,36799,841
47068,Rodney Taylor,66,Female,75557,718
99568,Fred Chandler,20,Female,140237,360
70988,David Wilson,62,Female,27422,319
19259,Joshua Vaughn,37,Male,50601,707
1854,Charles Torres,69,Female,124829,300
49228,Philip Porter,41,Male,77416,707
66294,Jaime Patton,21,Female,50146,803
17994,Danielle Bryant,32,Female,90551,802
68542,Wendy Kerr,71,Female,141644,696
76705,Diane Jordan,56,Male,39753,626
64039,Jason Gallagher,31,Female,112535,763
83851,Suzanne Dean,34,Female,67195,535
34268,Ariel Williams,18,Male,112622,666
15517,Justin Fisher,24,Female,124030,635
2655,Christopher White,80,Male,72059,318
40836,Philip Smith,31,Female,45100,801
10823,Elizabeth Bennett,61,Female,94392,606
96389,Michael Simpson,59,Female,116163,400
48430,Anna Jackson MD,28,Female,76328,527
99743,Tina Henderson,37,Female,107045,803
79386,Robert Austin,56,Female,86082,600
2930,Juan Reeves,53,Female,121941,776
48316,Mr. William Clark,40,Male,55270,621
53662,Stephen Wade,26,Female,117984,445
71747,Dr. Brent Bentley,56,Male,47270,797
85176,Benjamin Weiss,48,Male,53584,320
72486,Troy Santos,72,Male,94314,363
93630,Julia Miller,60,Male,73202,780
69267,Leslie Snow MD,48,Female,108991,345
12016,Jeremy Munoz,50,Female,84023,731
79718,Robin Fuentes,26,Female,106619,489
82683,Mrs. Kimberly Garcia,58,Male,86024,395
4287,Susan Johnson,33,Male,126508,802
87918,Michael Taylor,59,Female,103083,749
10452,Jorge Mccarty,24,Female,41899,436
74237,Richard Morgan,77,Male,43953,736
86565,Nicholas Sherman,61,Male,140561,733
73522,Mark Callahan,72,Female,84478,774
89053,Linda Brown,72,Female,58027,793
1835,Matthew Miller,80,Female,94125,728
98554,Dylan Woods,33,Male,74101,589
72357,Lisa Meadows,77,Male,34149,723
89229,Rebecca Maxwell,59,Male,58220,558
9005,Sheryl Black,43,Female,33220,600
16783,Paul Moreno,32,Male,113770,378
63811,Jamie Peterson,43,Female,119842,634
30250,Kimberly Shelton,75,Male,28782,722
3740,Scott West,22,Female,116338,347
39223,Benjamin Hensley,59,Female,20683,717
62001,David Oneal,52,Female,23103,592
47268,Mario James,34,Male,126851,762
20386,Joshua Burke,58,Male,89572,796
52872,Mrs. Sara Daniels,55,Male,91642,459
13611,Mark Manning,79,Female,37286,589
73278,Nicholas Hernandez,43,Male,69535,465
17433,James Smith,21,Female,100747,612
41248,Jennifer Rivas,61,Male,145608,657
44548,Rachel Moreno,64,Female,64937,821
50021,Kayla Clayton,33,Female,22750,363
10535,Gene Keller,38,Male,106836,627
91525,Drew Morris,39,Female,104931,388
49875,Edward Beard,54,Male,98040,774
54959,Michelle Lewis,23,Female,25137,792
18147,Corey Kerr,19,Female,119758,673
65318,Jason Mueller,40,Male,27738,661
19896,Robin Harrington,46,Male,118686,380
5616,Danny Lucero,71,Female,31824,658
69870,Michelle Coleman,62,Female,71420,672
13497,Wayne Lopez,30,Male,20759,813
91720,Ashley Carter,32,Male,98196,643
56383,Diana Carlson,42,Female,51936,661
95612,Jenna Atkinson,52,Male,105774,353
71915,Lawrence Rodriguez,37,Female,37670,767
34962,Daniel Bonilla,25,Female,87710,509
97033,Kenneth Davis,64,Female,113886,555
39492,Chad Jones,56,Male,36073,345
58207,Gary Newman,45,Male,56897,796
57784,Gregory Taylor,25,Female,45227,386
41022,Karen Rivera,19,Male,139082,603
65794,William Baker,48,Male,35575,303
74001,Adrienne Bates,51,Female,65247,390
46640,David Davis,60,Female,134118,423
94246,Travis Palmer,75,Female,140236,561
43557,Alyssa Wilson,67,Female,84087,510
36527,Jennifer Barry,63,Female,126152,604
65365,Jennifer Long,73,Female,115293,531
85225,Heather Willis,79,Male,57326,611
14518,Michael Mcclure,75,Female,112743,774
40866,Kenneth Walker,74,Female,44142,763
8011,Gary Morrison,38,Male,25913,561
9750,Richard Patel,39,Male,98570,347
43061,Jamie Davis,39,Female,113749,625
88114,Michael Osborne,18,Male,54901,595
87644,Crystal Finley,44,Male,94186,647
54572,Curtis Brown,28,Female,46131,305
48687,Mary Owen,44,Female,93341,671
57903,Jason Carroll,28,Male,50151,759
44633,Jessica Hanna DDS,66,Male,105027,480
63428,Anita Saunders,73,Female,91946,412
67562,Karen Curtis,50,Male,99583,843
55268,Emily Ramirez,33,Female,45935,730
13192,Kimberly Chang,39,Male,141901,658
91240,Richard Adams,44,Female,48690,397
87361,Karen Rodriguez,47,Male,110922,368
59925,Travis Gomez,65,Female,79482,699
31643,Lindsay Clark,68,Female,55776,331
13278,Dalton Rogers,30,Female,110156,380
24317,Tiffany Mccullough,23,Female,78214,427
48983,Sarah West,59,Male,145380,383
48643,Leslie Walsh,37,Male,34226,474
5314,Mary Hill,48,Female,105682,445
59154,David Gamble,38,Female,116140,582
94485,Christopher Smith DVM,20,Female,126678,703
28205,Amber Reyes,50,Male,119082,478
21133,Richard Fowler,75,Male,88814,378
99375,Russell Lewis,46,Female,119811,675
72386,Mallory Lewis,30,Female,44998,449
22152,Cameron Moore,66,Female,57032,432
99855,Eric Gutierrez,34,Female,144528,733
86460,Jonathan Rivers,37,Male,147241,806
15769,Mary Jackson,76,Male,126200,828
62634,Kevin Williams,58,Female,62165,337
64247,Kim Suarez,51,Female,135691,721
77100,Raymond Snyder,24,Female,136262,829
15372,Henry Diaz,37,Female,95934,650
75809,Robin Beasley,21,Female,48524,792
42604,Jacqueline Lopez,49,Male,125407,508
10869,Omar Brown,56,Male,38283,842
47450,Mr. Lance Chang,54,Male,110631,631
18172,Tina Hamilton,31,Male,43325,676
3327,Ashley Clay,73,Male,102267,462
67571,Glenda Kaiser,79,Male,56190,571
42232,Loretta Higgins,54,Female,107435,606
84091,Victoria Gilbert,60,Female,93072,398
98442,Todd Payne II,29,Male,78939,340
51174,Mindy Gallegos,67,Male,84046,779
9195,Susan Willis,48,Female,83834,584
5356,Allen Marshall,80,Female,129685,803
78532,Gregory Rice,21,Female,103840,457
15668,Robert Washington,25,Male,71319,312
24323,Veronica Johnson MD,64,Male,33303,792
30057,Charles Little,47,Male,25530,555
99572,Beth Myers MD,58,Female,47040,514
46286,Robert Bass,54,Male,84922,641
27725,Thomas Richard,73,Female,113404,726
36486,Kathleen Miller,73,Female,60224,628
16087,Jason Gomez,34,Female,70540,502
59799,Jennifer Christian,60,Female,80126,595
36841,Adam Richards,52,Male,83305,370
34598,Brad Lynch,54,Male,110848,821
62517,Melissa Wise,43,Male,27877,799
32197,James Collier,18,Female,139661,492
36903,Danielle Wells,66,Female,25322,755
16284,Ronald Thompson,52,Male,42900,797
31917,Ryan Edwards,45,Female,106852,483
61775,Douglas Romero,77,Female,100127,720
51107,Jennifer Smith,70,Male,148764,667
75500,Mason Smith,51,Female,85230,658
57884,Mrs. Sarah Miller MD,72,Male,134888,330
39820,Danielle Spencer,52,Female,146597,825
13391,Denise Robertson,72,Female,98612,468
57676,Michael Barnes,62,Male,110992,478
6277,Christopher Murray,45,Male,64430,543
59465,Dr. Ashley Erickson,38,Female,30358,735
20148,Laura Underwood,75,Female,94669,472
73425,Anthony Torres,45,Male,25292,352
26864,Natalie Mason,31,Female,26640,639
23680,Jacob Caldwell,78,Male,116010,383
42906,Cynthia Sullivan,58,Male,99292,478
88160,Susan Murray,60,Male,94066,529
47058,Joyce Ramirez,24,Female,95253,506
63849,Kerry Cochran,25,Female,87337,669
42126,Heather Smith,61,Male,29883,387
40738,Derek Roman,31,Female,27511,840
86329,Ashley Flores,36,Female,149139,468
21200,Harold Hunt,27,Female,116897,561
67281,Mrs. Jessica Morris,28,Female,70825,435
82872,Wendy Fitzpatrick,28,Male,39136,811
33126,Pamela Green,71,Male,81858,415
83460,Samuel Ruiz,74,Female,113018,339
5408,Kendra Knight,71,Female,127490,839
23325,Nicholas Thomas,48,Male,135304,499
73067,Megan Collins,31,Male,131061,679
25933,Aaron Reese,67,Female,80973,385
45207,Thomas Wong,76,Male,67493,627
65951,Richard Neal,37,Male,90892,420
36239,Jessica Schneider,46,Female,143045,786
22858,Karen White,44,Female,28659,616
58440,Danny Robbins,69,Female,57309,542
4535,Joann Schmidt,53,Male,91727,572
43162,Lisa Stafford,50,Female,116900,632
99714,Jessica Golden,33,Male,149357,377
29396,Lindsay Webb,44,Male,86843,811
69681,Tiffany Rivera,42,Female,125561,579
99900,Julie Hayden,78,Male,37509,838
95624,Vernon Rodriguez,42,Female,80799,798
25797,Sarah Carter,45,Male,34583,737
65520,David Hernandez,27,Female,115246,361
97120,Michelle Shelton,41,Female,127710,755
25138,Karen Jones,20,Female,26857,365
49414,Reginald Bass,73,Male,106400,672
90113,Pamela Taylor,42,Female,72353,737
22839,Gregory Johnson,37,Male,110061,640
2391,Anne Hardin,44,Male,32727,812
52542,Kelly Lewis,51,Female,82761,818
14150,Kristen Barton,72,Female,46964,346
97054,Steven Thompson,43,Female,48475,591
16661,Jason Valentine,41,Male,114015,797
96942,Katrina Taylor,29,Female,24808,789
32974,Luis White,77,Male,98696,564
81134,Angela Simon,42,Female,93460,765
9432,Jason Kim,66,Male,81697,818
99312,Laura Pugh,26,Female,60611,546
69362,Gregory Rodriguez,59,Female,65519,465
10580,Matthew Yang,26,Male,113810,620
95887,Carrie Tucker,24,Male,44485,725
12308,Gloria Alvarado,63,Female,88859,353
44185,Carl Graves,41,Female,65955,403
91567,Caitlin Fox,76,Male,103066,377
95298,Kevin Lee,23,Female,32590,848
68510,Sarah Roberts,21,Female,62867,673
39980,Mr. Eric White,63,Female,116164,598
3144,Matthew Cox,76,Female,81053,630
91515,Heidi Farmer,55,Female,28358,619
54964,Richard Anderson,76,Female,28696,497
54899,Mark Rodriguez,54,Female,24577,470
15334,Amy Conner,55,Male,20191,614
73757,Miranda Wright,64,Male,72285,811
82583,Katherine Mckay,21,Male,105515,376
19522,Kenneth Singleton,53,Male,145404,660
17030,Terry Thomas,58,Male,135675,685
45714,Kristina Jones,33,Female,148617,486
76720,Kevin Arroyo,53,Female,121402,522
27979,Kelsey Gordon,63,Male,146122,725
77845,Maria Henderson,23,Male,105998,796
42434,Stephanie Robinson,29,Male,48308,397
35550,Julie Richardson,48,Female,96792,504
23744,Alexis Pearson,45,Male,21325,477
87217,Ashlee Case,42,Female,135128,419
75944,Jennifer Rodriguez,58,Male,117188,697
35067,Amber Williams,22,Male,127845,397
77138,Linda Quinn,77,Male,48945,646
46567,Victor Smith,73,Male,52613,443
86834,Scott Brown,73,Female,90646,388
7148,Shelley Gibbs,18,Male,51930,573
41578,John Mora,48,Male,100625,318
52087,Brandon Harris,79,Female,70441,845
72351,Sandra Bates,22,Male,93081,465
39146,Brandon Hayes,21,Male,86336,465
56107,Courtney Frank,19,Female,81911,757
28250,Brittany Flores,69,Male,119033,452
76393,Rodney Santiago,43,Female,135966,320
22437,Benjamin Young,49,Male,79806,704
23024,Gary Mccoy,33,Male,138122,763
10366,Carl Mcmillan,34,Male,60865,541
11762,Kelly Martinez,43,Female,106337,470
45119,Tammy Thompson,63,Female,98199,691
61150,Todd Stewart,39,Male,126956,372
91020,Tony Kirk,45,Male,36928,502
50665,Nicholas Rodriguez,44,Male,121082,810
87902,Tammy Johnson,56,Female,43725,811
99518,Christopher Clarke,42,Male,127775,781
2726,Brent Jones,66,Male,47771,604
79421,Rebecca Jones,70,Male,32467,526
71271,Sonya Mcgee,64,Female,122664,685
64125,Beth Hurst,46,Female,144239,405
40292,Tyler Freeman,48,Female,64252,433
86401,Matthew Barrett,80,Male,79059,447
77561,Donald Ramirez,72,Female,101081,499
92885,Michelle Scott,39,Male,135326,346
90361,Hailey Lopez,18,Female,100117,346
48389,Ronald Guzman,28,Female,91361,339
27880,Kimberly Hurst,59,Male,90335,718
94963,Jeffrey Santiago,60,Female,44102,511
90839,Blake Roberts,44,Female,84097,396
82756,Dr. Kimberly Davis,52,Male,95458,607
48145,Jennifer Douglas,38,Male,37570,695
58725,Erin Solis,62,Female,42524,787
60058,Timothy Jones,66,Male,147173,660
72695,Cynthia Smith,49,Female,138750,419
45501,Joshua Johnson,71,Male,149105,717
76122,Brooke Davidson,43,Female,101512,738
72625,David Sanders,30,Female,138835,380
4454,Rachael Day,61,Female,30485,662
48907,William Estrada,20,Female,89340,739
80992,Mathew Carter,57,Female,26677,377
80997,April Morgan,75,Male,52615,694
8532,Virginia Smith,74,Male,24598,406
47564,Samantha Campbell,24,Female,29673,427
92218,Jennifer French,56,Male,66705,474
7378,Justin Huffman,80,Male,59588,641
29863,Virginia Mason,64,Female,131473,668
80337,Cynthia Henson,53,Male,25109,721
70151,Christopher Dougherty,24,Female,98881,547
83122,Brian Salazar,64,Female,34615,839
36284,Christina Fischer,24,Female,21307,315
4322,David Perkins,67,Female,120514,758
4878,Aaron Chaney,73,Female,66723,791
40836,Jacob Rogers,24,Male,99972,375
59454,James Stewart,56,Female,68050,661
43623,John Chung,23,Male,133582,444
51762,Juan Ruiz,44,Female,80433,324
32549,Daniel Rivera,62,Male,94304,812
59056,Sandra Taylor,79,Male,149786,462
22347,Jeffrey Ross,64,Male,111758,470
22182,Tina Hickman,49,Male,110572,527
44429,Lauren Harper,40,Male,35052,687
3331,Andre Kelley,25,Male,48246,680
47710,Melissa Richardson,32,Female,135815,826
47993,Karen Cordova,66,Male,36159,727
93909,Alexandra Benson,49,Male,77615,458
14040,Roberta Duncan,42,Male,82255,682
