client_id,name,age,gender,income,credit_score,account_balance
71771,Frederick Wheeler,74,Male,70737,433,10925.01
13431,Daniel Petersen,33,Male,64831,357,12079.02
18759,Benjamin Trujillo,19,Male,107504,585,19719.39
46385,Scott Riddle,45,Female,123456,678,38653.89
65993,Ashley Robinson,43,Female,139023,322,44057.6
42501,Jessica Chung,30,Female,139940,821,44950.15
49708,Clayton Chen,56,Male,118445,676,26321.0
15038,Julia Nelson,55,Male,59645,467,37107.15
48498,Evan Taylor,80,Male,38046,710,41851.9
81994,Robin Larson,36,Female,142655,561,47743.29
79315,Marisa Rose,68,Female,114178,816,30783.82
17436,Stephen Hart,75,Male,38067,636,43165.82
94376,Christine Wiley,64,Female,145020,562,34563.28
41174,Mary Gonzales,72,Female,87226,321,11670.11
7196,Jennifer Daniels,32,Male,37533,808,9561.18
36834,Michael Raymond,46,Female,101665,838,28174.45
76752,Colton Richmond,62,Female,79227,387,46646.85
59266,Chase Perkins,43,Male,61799,562,6926.98
8331,Carol Snyder,67,Female,75558,735,24281.65
69292,Marie Washington,75,Female,147821,348,21172.77
36801,Ashley Davis,54,Female,58751,490,40940.66
22461,Sheryl Goodwin,18,Female,25975,611,31938.48
56996,Dennis Miller,53,Female,74443,301,8329.07
31107,Tanner Cortez,31,Female,104274,766,31466.59
2073,Tiffany Decker,53,Male,126340,469,20875.15
20229,Alexandria Murillo,66,Female,139243,378,29932.62
23448,Mr. Michael Wallace,74,Female,141725,424,38762.3
1494,Angela Pratt,62,Female,132185,684,47074.86
5878,Jeff Sweeney,64,Male,121685,767,6373.24
31892,Dean Wilkerson,27,Female,60428,410,26647.86
49255,John Powell,48,Female,145640,325,35838.25
35210,Ryan Collins,62,Male,58886,621,34269.19
54121,Nicole Taylor,30,Female,51045,602,41397.58
82936,Edward Silva,40,Female,56454,659,7930.91
10809,Paul Perez,67,Male,32703,569,17157.19
23353,Sabrina Robles,58,Male,49350,566,6636.93
62989,Barbara Ibarra,26,Male,125307,430,31993.01
39233,Brian Cunningham,53,Female,114955,768,1324.26
73681,Nancy Waters,74,Male,53443,738,9369.88
38497,Lawrence Ray,61,Male,33936,412,28580.59
84721,Jeffrey Watkins,29,Female,22060,504,5733.23
55064,Erik Curtis,51,Female,65254,811,34136.39
18207,Benjamin Murphy,57,Male,77209,529,44479.22
31499,Lori Adams,68,Male,92775,564,36724.41
41678,Karen Watson,76,Male,117972,825,41418.55
12836,Charles Larson,36,Male,98385,362,18288.37
5695,Victoria Dickerson,51,Female,147921,706,10952.76
24335,Jasmine Chen,20,Female,106841,682,14523.92
20358,Mark White,46,Male,22801,557,3539.56
12965,Nicholas Romero,68,Male,60513,500,40275.02
5677,Kyle Green,52,Female,45672,488,48735.22
18529,Jennifer Wright,27,Female,92240,420,27632.8
40099,Brittany Lopez,39,Male,96636,801,38730.19
25695,Edward Maldonado,79,Female,76899,400,48718.93
34352,Melissa Wilson,21,Male,70391,565,9939.68
65129,David Willis,37,Male,80032,383,9366.11
40227,Thomas Spencer,50,Male,113112,371,49704.48
16070,Timothy Stanton,75,Male,118764,376,39574.39
69368,Jamie Hendrix,80,Male,135478,567,26547.47
10554,Jason Roberts,42,Female,58936,848,27536.15
40927,Lauren Smith,58,Male,143635,408,30374.2
70026,Leroy Valdez,44,Female,76298,429,12503.69
84800,Craig George,44,Male,34016,597,13697.36
73937,Douglas Weber,45,Male,47261,405,18658.06
33939,Henry Richardson,51,Female,134901,821,12782.33
6301,William Gallegos,73,Male,50396,773,4369.6
78278,Lisa Perkins,52,Female,44687,404,36689.13
36528,David Johnson,41,Male,61086,588,33651.39
31968,Melissa Martinez,46,Male,28359,677,2378.96
42143,David Clayton DVM,70,Male,86544,590,21766.62
30913,Kristine Stokes,75,Male,128581,446,32103.93
87260,Andrea Mann,60,Male,53963,379,26082.38
45411,Jeremy Miller,43,Male,49600,732,48180.87
39320,Mr. Nicholas Allen,60,Male,42680,658,37935.97
56173,Karen Jones,44,Female,96962,776,29289.69
96524,Luis Snow,29,Male,50732,777,34124.84
10361,Brian Beltran,48,Female,49454,575,31308.63
45227,Rhonda Doyle,42,Female,100645,328,3016.1
13918,Debra Gonzalez,43,Female,37507,307,47787.48
58094,Gary Sanchez,27,Female,31324,638,30953.96
2444,Dr. Carol Strickland,32,Female,93777,698,48031.37
47529,Jennifer Robinson,67,Female,134582,762,7306.7
77115,Rachel Cole,32,Male,102364,624,38334.86
69114,Kevin Cabrera,47,Male,94277,625,13569.32
55578,Timothy Wright,68,Male,48443,527,23380.64
1838,Rachel Taylor,55,Female,41235,526,35864.28
36914,Kevin Rowland,37,Male,50533,328,41377.38
47573,Kaitlyn Brewer,25,Male,67128,531,37525.79
82149,Jason Warren,64,Male,44920,789,11994.73
1226,Troy Gray,70,Male,103456,457,37815.69
94956,Nicholas Carlson,68,Male,22540,849,34754.79
79782,Kendra Johnson,57,Male,86602,434,32119.78
14616,Jessica Cuevas,25,Female,139997,676,8117.85
35396,Kathryn Ramirez,50,Female,29097,307,33245.59
3175,Sara Owens,18,Female,80310,400,27304.28
88839,Cassandra Zuniga,23,Female,129173,792,17191.83
93941,Barbara Flores,44,Male,75527,664,13811.26
55502,Jason Reid,73,Male,33640,804,49206.3
3630,Cynthia Carlson,56,Male,62038,423,19496.67
44807,Francisco Gibson,30,Male,133413,653,36639.82
71870,Tammy Williams,58,Female,94147,449,12784.82
11701,Cole Irwin,30,Male,80231,786,23915.43
26172,Ashley Archer,63,Female,68436,578,2519.38
80655,Angela Medina,39,Male,135557,662,16240.32
65054,Olivia Landry,64,Male,147087,572,22033.22
3652,Amy Johnson,77,Female,84615,650,17326.47
68524,Kristen Ware,54,Female,134347,544,725.42
77536,Rebecca Li,29,Male,80885,395,27976.89
58897,David Ross,32,Male,107053,633,45994.29
58834,Derek Berry,28,Male,40291,676,45201.29
67113,Megan Wright,68,Male,122509,440,6529.25
6549,Michael Hampton,24,Female,52258,661,23417.01
65708,Sonya Morris,69,Female,56808,300,19878.81
22691,Amber Fernandez,18,Female,35016,375,19657.71
27011,Brandy Peterson,77,Male,97486,781,29460.1
91564,Nancy Richardson,47,Male,79527,620,42053.55
26683,Caroline Campbell,63,Male,73237,772,30108.82
55447,Lacey Warner,38,Female,47196,706,3269.88
84733,Diane Owens,67,Male,65402,555,22665.69
35728,Dennis Owen,18,Female,135293,744,25751.62
14015,Andrew Murphy,68,Female,92135,565,34852.82
61892,Ellen Logan,20,Male,24948,793,23203.46
16231,Patrick Norris,33,Male,36717,427,32069.15
71755,Whitney Koch,60,Male,31991,760,15989.05
8878,Tyler Barker,60,Male,90094,469,34212.53
23248,Julie Barton,20,Male,91409,382,18358.28
30811,Morgan Brooks,67,Male,116874,435,10562.71
29939,Gregory Estrada,74,Female,119488,522,3393.02
25640,William Freeman,58,Female,90781,578,1188.63
96454,Matthew Turner,38,Female,108842,787,26496.02
40828,Sarah Cohen,23,Male,41101,427,22375.58
63546,Steven Schmidt,56,Male,139221,613,3564.64
42805,Devin Wagner,72,Female,127998,561,28213.6
31302,Brandon Sanchez,70,Male,30805,650,32440.53
6277,Malik Smith,19,Male,141735,610,32961.38
50240,Kristen Hughes,51,Male,113856,306,19414.01
92034,Melinda Olson,19,Male,84949,524,16856.86
1018,Amanda Delgado,50,Male,92635,829,12221.39
22037,Gene Herrera,58,Male,87131,371,10948.89
42614,Carl Hayes,56,Female,85409,480,27048.13
12519,Rachel May DDS,80,Female,96084,809,49124.63
19446,James Davis,72,Male,129753,627,34448.74
86627,Bryan Harper,60,Male,111283,835,41133.42
6482,Wanda Moore,18,Female,107729,607,19576.12
9734,Denise Hawkins,35,Male,60769,749,9182.31
49640,Kimberly Odonnell,60,Female,40346,637,34286.69
85829,Donald Livingston,29,Male,115720,315,46050.07
14661,Leslie Hudson,69,Female,48679,647,4028.66
66517,Natasha Thomas,47,Male,69899,564,46315.8
53054,Samantha Booth,63,Male,125465,534,43795.99
76271,Emily Hayden,55,Female,93009,606,36804.07
80733,Natalie Carter,66,Female,76840,450,13148.39
81395,Jessica Downs,40,Female,102280,629,26276.98
74468,Jessica Sanchez,53,Male,85678,802,32964.71
90187,Doris Jackson,61,Male,28762,667,41653.01
31797,Kim Ramirez,18,Female,50455,318,19593.78
30748,Jennifer Wood,48,Male,112226,654,34163.21
85243,Beth Hunt,22,Male,116770,416,37644.65
26527,Debra Taylor,67,Female,109799,455,18129.93
52655,Thomas Bell,48,Female,29516,433,34438.14
99586,Steven Lee,36,Male,70384,649,39774.66
16847,Michael Jimenez,35,Female,86896,743,20550.72
25111,Jessica Reynolds,80,Male,54026,572,4922.82
79385,Dylan Lopez,78,Male,39445,549,48438.63
56180,John Anderson,79,Female,49181,409,33387.41
9606,Tammy Keller,31,Male,109152,510,31149.06
18008,Mary Chavez,44,Male,122544,566,3651.1
20730,Crystal Wilson,53,Female,47620,441,10648.66
58159,Xavier Mccoy,36,Female,129507,569,28169.3
91346,Lisa Arnold,47,Female,41064,838,39212.05
55648,Marco Anderson,59,Male,82488,322,14580.39
67011,Stephanie Mcdaniel,20,Male,129130,619,34366.68
22016,Cynthia Andrews,30,Female,23990,375,24444.35
73304,George Thompson,51,Male,100972,850,42529.73
72400,Katelyn Adams,25,Female,96721,315,8279.37
84882,Ann Knight,48,Female,49876,433,35639.31
40394,Dwayne Sanders,75,Male,94352,832,46088.03
63426,Brandon Horton,31,Female,47652,509,1160.03
19613,Mr. Cody Wallace,77,Male,36091,820,25110.33
95599,John Anderson,26,Male,44315,469,28763.7
28267,Diane Hall,67,Female,73408,714,49245.56
17402,Cassandra Price,19,Male,139572,384,11082.33
9366,Justin Molina,70,Female,69964,526,15979.97
59895,Courtney Kemp,43,Male,140935,717,10190.75
89483,Rachel Garcia,50,Male,111088,844,38819.39
97318,Natalie Romero,64,Male,80175,627,30365.73
49694,Kristen Sexton,57,Female,87408,678,44323.71
83898,Jason Martin,37,Male,35009,669,36928.15
52355,Mary King,44,Female,66263,484,3378.05
38560,Nicholas Benton,44,Male,41064,477,15485.16
63930,Christopher Washington,56,Female,86123,309,41922.45
63053,Carlos Pearson,51,Male,103969,311,27326.11
3735,Lindsay Williams,34,Male,85730,345,9178.48
39994,Sandra Mccall,42,Female,149028,522,2658.4
71602,Tyrone Williams,23,Male,29869,738,46441.65
42839,Sandra Sharp,20,Female,145481,687,25411.21
94837,Brandy Bolton,31,Male,86076,344,37204.4
43613,Jonathan Walker,60,Male,38805,645,418.76
50133,Carla Ward,20,Female,97139,667,39586.54
34333,Jennifer Rodriguez,23,Male,95631,773,27123.98
66021,Sandra Cole,80,Female,20196,435,46037.91
59707,Robert Stewart,74,Female,73307,556,45428.69
63073,Nathaniel Cross,39,Male,84829,847,39500.91
10731,Jennifer Adkins,33,Female,49961,817,32451.9
98665,Bryan Curry,35,Male,51914,567,23756.41
22734,Phyllis Ballard,19,Female,60645,679,20256.71
8008,Isabel Mccall,68,Female,103575,698,34580.73
19134,Brittany Taylor,51,Male,82169,333,13861.98
72015,Douglas Miller,70,Male,27634,698,34274.58
29507,Annette Mccoy,46,Male,50223,480,37114.23
31827,Margaret Jones,80,Female,119435,389,13812.23
19514,William Bailey,21,Male,112846,804,46948.77
23036,Aaron Hodges,66,Female,56568,685,26326.69
68906,Laura Mcguire,75,Male,117180,635,23322.79
56918,Daniel Johnson,51,Male,20906,473,14941.86
33966,Glenn Fox,38,Female,89565,795,10973.38
83394,Kelly Lang,45,Female,22796,725,38332.5
8499,Michael Henry,70,Male,143622,805,13993.84
38969,Stephen Carter,58,Female,96812,583,46144.82
95831,Ryan Rogers,30,Male,69869,523,14228.43
77090,Daniel Butler,21,Female,125413,650,11757.52
52112,Bonnie Ford,39,Female,133315,759,23915.17
77944,Benjamin Vaughan,39,Male,100666,304,11574.12
16039,Karen Wolf,71,Male,22083,714,28506.26
94207,James Frost,56,Male,78300,584,25681.67
20810,Daniel Scott,58,Female,40057,617,46670.61
92399,Jaclyn Martinez,62,Female,31802,547,15632.81
15124,Anthony Paul,57,Female,86645,554,35706.49
33785,Shelley Graham,25,Female,58677,724,6542.11
15823,Lisa Gonzalez,56,Male,84456,646,29839.28
31244,Jose Schmidt,77,Female,122192,598,43856.82
51385,William Simpson,21,Female,136357,452,1171.11
64016,Autumn Lynch,42,Male,43600,717,11154.4
14411,John Kim,47,Female,74406,639,42619.45
36271,Scott Guerra,24,Male,136113,382,35802.59
85247,Scott Richards,51,Female,123373,396,2473.07
52250,Steven Underwood,25,Female,34225,831,46864.32
94406,Nicholas Williams,74,Female,76629,366,25353.22
61521,Derek Horton DVM,57,Male,146384,543,6822.53
54298,Michael Gilbert,26,Male,95900,488,9883.84
89275,Jennifer Melton,46,Male,88031,405,17865.56
50947,Daniel Mcgee,71,Female,115045,810,47545.79
64599,Madison Johnson,55,Female,53798,300,3577.55
21806,Richard Palmer,35,Female,148219,420,32248.41
31279,Daniel Williams,37,Male,131179,427,44832.74
97825,Christina Green,69,Female,138251,361,47372.57
27086,Michael Jacobs,46,Male,98991,792,3564.43
57230,Susan Hill,45,Female,140655,722,12348.75
38291,Alicia Olson,73,Male,79686,700,4794.39
61228,Alvin Moore,71,Male,133066,637,34214.69
46029,Robert Hall,73,Female,78377,312,40646.47
58910,Paul Curry,54,Male,53189,380,33258.88
65203,Dana Martinez,38,Female,28574,396,19968.46
38597,Joe Mcguire,73,Male,132774,545,9972.65
7866,Connie Mcdonald,59,Female,35220,470,201.94
30749,Krista Little,63,Male,132503,379,23896.36
39450,Terrance Ward,41,Female,22350,690,47708.46
1632,Jimmy Cooley,68,Male,94515,651,32799.89
18314,Megan King,78,Male,20964,613,30859.86
34316,Angela Mejia,80,Female,51700,416,47656.22
87204,Abigail Willis,24,Female,113706,783,29478.73
95319,Ashley Dixon,39,Female,84313,556,46561.13
95387,Erica Payne,45,Female,67744,611,15801.52
4291,Michaela Mccall,35,Male,147636,783,28538.67
13297,Kristina Lewis,32,Male,60951,722,29270.2
79808,Jeremy Patterson,19,Female,35320,803,18234.4
30746,Laura Simmons,53,Female,110069,833,22000.35
42718,Matthew Briggs,66,Male,123764,660,43549.56
17863,Scott Cameron,55,Female,148440,618,44311.33
27761,Andre Ramirez,74,Male,22840,549,23213.96
38288,Justin Cohen DDS,66,Female,22692,620,34802.27
40130,Laura Rojas,43,Female,125955,466,20308.3
12405,Jessica Smith,75,Female,64784,632,8217.62
73207,Jeremy Bradford,78,Male,122500,844,570.03
31059,Sarah Alvarez,66,Female,41610,321,10213.11
79134,Michelle Logan,59,Female,101443,656,24989.74
16206,Stephen Schaefer,61,Male,119229,591,29739.18
90552,George Santana,52,Male,47737,774,37405.79
1360,Stephanie Cruz,41,Female,66047,367,35708.79
30697,Deanna Conner,35,Female,64111,581,45963.03
1139,Meagan Allen,65,Male,99209,768,49065.79
31728,Donna Bell,37,Female,122555,749,28039.06
46996,Austin Williamson,39,Male,38187,748,26088.36
9840,Sean Garcia,78,Female,79053,712,24262.92
8550,Lori Serrano,25,Female,31857,820,45394.25
48981,James Stanton,46,Female,34971,580,12177.81
10449,Phyllis Ramirez,66,Female,133422,371,8842.19
89352,Andrew Wilson,18,Male,30995,412,41832.95
21888,Stephanie Henry,40,Female,49259,620,15929.35
11719,Haley Parker,72,Female,25032,321,588.81
3607,Donna Williams,57,Female,103923,738,28550.65
7543,Samantha Leonard,36,Female,33904,765,10686.93
59551,John Mcmahon,20,Male,123318,436,46398.28
44728,Lynn Johnson,36,Female,132141,450,18477.82
25372,Paula Webb,33,Female,139056,789,24604.07
17821,Kevin Park,42,Male,120480,342,37568.8
60979,Gerald Mitchell,18,Female,23018,673,34551.32
98323,Kenneth Sullivan,25,Male,81718,742,2336.96
38918,Laura Hill,46,Male,74482,573,12780.51
61234,Donald Richard,19,Female,65840,465,15974.74
35824,Jessica Green,56,Male,31131,642,35587.55
77133,Jodi Byrd,77,Male,42698,328,15671.27
26774,Lisa Davis,18,Female,74359,313,30070.49
57042,Robert Haley,71,Female,49583,774,30622.15
18622,Henry Smith,44,Male,113281,696,11732.17
46327,John Rivers,31,Male,46793,746,45662.46
89842,Julian Pratt MD,68,Female,145084,425,1344.31
70921,Kenneth Phillips,45,Male,127321,792,12651.77
76367,Misty Pugh,61,Female,103236,805,27695.07
98696,Timothy Barnett,28,Male,102714,471,14039.22
42117,Duane Campbell,51,Male,75120,728,38600.11
69014,Michael Lang,45,Male,109471,689,43430.85
10133,Nathaniel Rodgers,23,Male,117911,470,42768.42
85628,Jennifer Montgomery,43,Female,38413,352,19352.2
80257,Theresa Bell,72,Female,77010,794,33839.57
13365,Lauren Ross,64,Female,29464,587,23825.35
99603,Martha Mckinney,64,Male,77376,499,5032.72
99569,Michelle Wallace,60,Male,124029,403,32522.28
78589,Jeremy Franco,32,Male,122493,405,3819.12
52314,Lisa Donaldson,40,Female,147667,512,42658.01
8042,Denise Moon,71,Female,58303,604,4767.36
72683,Mason Trevino,58,Male,44705,626,49240.32
24552,Jeremy Tyler,32,Male,82358,632,31940.85
36784,Ralph Sandoval,22,Female,112922,603,9081.24
93026,Amanda Williams,49,Male,93660,328,2045.99
80703,Karen Morgan DVM,53,Female,103276,669,20337.5
70822,Diane Hernandez,68,Female,108351,316,23748.51
96154,David Bautista,38,Female,51387,360,41065.14
48778,Carly Gibson,33,Male,68079,417,42828.96
22873,Andrew Hicks,63,Female,68933,763,26838.6
52476,Steven Moses,80,Female,147615,829,36339.18
52631,Lee Wilkerson,79,Female,65098,776,48730.3
88558,John Gilbert,63,Female,139558,449,48574.89
58562,John Howell,62,Male,59074,375,21064.67
33602,Dawn Benjamin,23,Male,76564,801,35379.59
65582,Cory Wheeler,45,Female,69414,823,19519.28
67416,Jonathan Dennis,66,Male,46131,426,20033.32
26883,Matthew Edwards,53,Female,111980,608,16261.23
81215,Daniel Guerra,45,Female,84876,781,5239.58
14710,Kristin Rodriguez,37,Male,114948,569,29814.01
11367,Donald Fleming,58,Female,106334,425,21723.85
85666,Leslie Love,41,Male,22301,717,12760.31
50107,Jessica Mendoza,24,Male,90927,436,35260.44
28228,Matthew Sandoval,42,Male,145747,816,10707.2
11463,Andrew Mcbride,31,Female,121542,665,22020.42
56884,Felicia Reyes,77,Male,118656,739,626.01
39694,Joseph Brooks,28,Male,40193,824,31504.52
23737,Donna Campbell,41,Female,136415,314,26019.66
21871,Matthew Peterson,42,Male,83224,704,16665.73
3960,Holly Ortega,69,Male,120670,567,27028.13
27988,Alison Kim,21,Female,117707,744,30206.58
37747,Steven Morton,19,Female,48393,666,20759.2
64928,Rodney Garrett,71,Male,86052,359,16668.86
10839,Adam Young,47,Male,125733,340,29913.98
24269,Heather Bowman,62,Female,29019,741,36414.34
81971,Teresa Fuller,44,Male,126720,389,14281.72
48459,Christina Meyer,77,Male,126669,743,13474.72
63585,Samuel Sherman,40,Male,27047,322,12159.64
62381,Terry Lewis,40,Male,94680,501,4396.37
30968,Mary Wu,75,Female,134576,670,46643.56
60849,Cynthia Jackson,60,Male,138979,345,11912.96
34832,Alexander Pitts,45,Female,134325,431,48601.27
47878,Stephen Lambert,65,Male,100295,452,33977.54
51766,Ashley Mccann,65,Male,68326,548,17169.49
86556,Ryan Johnson,49,Female,50970,632,25724.59
63158,Ralph Wallace,59,Male,36329,762,33529.97
39393,Shari Butler,26,Male,82121,348,13045.4
39088,Michael Hall,43,Female,41584,330,18733.05
63292,Ms. Samantha Martin MD,46,Male,33768,360,49626.78
53930,Elizabeth Fuentes,60,Male,55560,602,21775.19
33177,April Parker,46,Female,96274,809,6800.43
49048,Jonathan Hill,20,Male,32504,763,13010.9
48856,Madison Gordon,75,Female,143717,579,17238.04
79021,Michael Lopez,61,Male,111723,662,8228.25
34784,Christopher Smith,55,Male,39042,835,40290.55
14118,Mary Carr,46,Female,98340,773,34827.52
65654,Bradley Jackson,65,Female,125390,592,28646.45
53253,Adam Keller,33,Female,36799,841,17116.78
47068,Rodney Taylor,66,Female,75557,718,7279.76
99568,Fred Chandler,20,Female,140237,360,49849.92
70988,David Wilson,62,Female,27422,319,38467.71
19259,Joshua Vaughn,37,Male,50601,707,33341.28
1854,Charles Torres,69,Female,124829,300,33998.73
49228,Philip Porter,41,Male,77416,707,20554.22
66294,Jaime Patton,21,Female,50146,803,43639.66
17994,Danielle Bryant,32,Female,90551,802,15138.21
68542,Wendy Kerr,71,Female,141644,696,4578.5
76705,Diane Jordan,56,Male,39753,626,43661.57
64039,Jason Gallagher,31,Female,112535,763,32269.89
83851,Suzanne Dean,34,Female,67195,535,22792.27
34268,Ariel Williams,18,Male,112622,666,28804.25
15517,Justin Fisher,24,Female,124030,635,9832.27
2655,Christopher White,80,Male,72059,318,12299.33
40836,Philip Smith,31,Female,45100,801,325.74
10823,Elizabeth Bennett,61,Female,94392,606,33166.42
96389,Michael Simpson,59,Female,116163,400,27950.55
48430,Anna Jackson MD,28,Female,76328,527,9552.54
99743,Tina Henderson,37,Female,107045,803,30753.7
79386,Robert Austin,56,Female,86082,600,595.26
2930,Juan Reeves,53,Female,121941,776,42472.23
48316,Mr. William Clark,40,Male,55270,621,33416.1
53662,Stephen Wade,26,Female,117984,445,29190.78
71747,Dr. Brent Bentley,56,Male,47270,797,40651.84
85176,Benjamin Weiss,48,Male,53584,320,6436.91
72486,Troy Santos,72,Male,94314,363,6170.65
93630,Julia Miller,60,Male,73202,780,48100.61
69267,Leslie Snow MD,48,Female,108991,345,45497.57
12016,Jeremy Munoz,50,Female,84023,731,38474.0
79718,Robin Fuentes,26,Female,106619,489,2980.71
82683,Mrs. Kimberly Garcia,58,Male,86024,395,44300.62
4287,Susan Johnson,33,Male,126508,802,32749.79
87918,Michael Taylor,59,Female,103083,749,6707.5
10452,Jorge Mccarty,24,Female,41899,436,31781.06
74237,Richard Morgan,77,Male,43953,736,48198.4
86565,Nicholas Sherman,61,Male,140561,733,35079.57
73522,Mark Callahan,72,Female,84478,774,33768.97
89053,Linda Brown,72,Female,58027,793,44306.55
1835,Matthew Miller,80,Female,94125,728,4145.04
98554,Dylan Woods,33,Male,74101,589,32764.75
72357,Lisa Meadows,77,Male,34149,723,18893.95
89229,Rebecca Maxwell,59,Male,58220,558,10132.32
9005,Sheryl Black,43,Female,33220,600,43156.79
16783,Paul Moreno,32,Male,113770,378,352.92
63811,Jamie Peterson,43,Female,119842,634,15150.7
30250,Kimberly Shelton,75,Male,28782,722,21290.04
3740,Scott West,22,Female,116338,347,14429.57
39223,Benjamin Hensley,59,Female,20683,717,5510.67
62001,David Oneal,52,Female,23103,592,35540.01
47268,Mario James,34,Male,126851,762,40454.26
20386,Joshua Burke,58,Male,89572,796,22663.63
52872,Mrs. Sara Daniels,55,Male,91642,459,37589.73
13611,Mark Manning,79,Female,37286,589,202.66
73278,Nicholas Hernandez,43,Male,69535,465,7059.99
17433,James Smith,21,Female,100747,612,372.43
41248,Jennifer Rivas,61,Male,145608,657,891.56
44548,Rachel Moreno,64,Female,64937,821,27975.31
50021,Kayla Clayton,33,Female,22750,363,46420.25
10535,Gene Keller,38,Male,106836,627,37010.75
91525,Drew Morris,39,Female,104931,388,12746.75
49875,Edward Beard,54,Male,98040,774,23879.05
54959,Michelle Lewis,23,Female,25137,792,12846.35
18147,Corey Kerr,19,Female,119758,673,25726.74
65318,Jason Mueller,40,Male,27738,661,23310.64
19896,Robin Harrington,46,Male,118686,380,16791.68
5616,Danny Lucero,71,Female,31824,658,8639.3
69870,Michelle Coleman,62,Female,71420,672,40678.82
13497,Wayne Lopez,30,Male,20759,813,45082.35
91720,Ashley Carter,32,Male,98196,643,32026.94
56383,Diana Carlson,42,Female,51936,661,5310.21
95612,Jenna Atkinson,52,Male,105774,353,24962.76
71915,Lawrence Rodriguez,37,Female,37670,767,2205.74
34962,Daniel Bonilla,25,Female,87710,509,7897.77
97033,Kenneth Davis,64,Female,113886,555,27401.83
39492,Chad Jones,56,Male,36073,345,33822.89
58207,Gary Newman,45,Male,56897,796,5581.1
57784,Gregory Taylor,25,Female,45227,386,7378.24
41022,Karen Rivera,19,Male,139082,603,7641.73
65794,William Baker,48,Male,35575,303,7214.54
74001,Adrienne Bates,51,Female,65247,390,29367.26
46640,David Davis,60,Female,134118,423,48393.57
94246,Travis Palmer,75,Female,140236,561,47609.33
43557,Alyssa Wilson,67,Female,84087,510,38093.3
36527,Jennifer Barry,63,Female,126152,604,40125.09
65365,Jennifer Long,73,Female,115293,531,12721.57
85225,Heather Willis,79,Male,57326,611,34432.25
14518,Michael Mcclure,75,Female,112743,774,30001.9
40866,Kenneth Walker,74,Female,44142,763,15772.34
8011,Gary Morrison,38,Male,25913,561,19396.63
9750,Richard Patel,39,Male,98570,347,29806.57
43061,Jamie Davis,39,Female,113749,625,4807.6
88114,Michael Osborne,18,Male,54901,595,47530.49
87644,Crystal Finley,44,Male,94186,647,8420.78
54572,Curtis Brown,28,Female,46131,305,19615.53
48687,Mary Owen,44,Female,93341,671,27918.78
57903,Jason Carroll,28,Male,50151,759,3722.16
44633,Jessica Hanna DDS,66,Male,105027,480,23793.97
63428,Anita Saunders,73,Female,91946,412,8692.65
67562,Karen Curtis,50,Male,99583,843,46887.14
55268,Emily Ramirez,33,Female,45935,730,1367.48
13192,Kimberly Chang,39,Male,141901,658,602.39
91240,Richard Adams,44,Female,48690,397,8705.87
87361,Karen Rodriguez,47,Male,110922,368,17761.89
59925,Travis Gomez,65,Female,79482,699,17402.39
31643,Lindsay Clark,68,Female,55776,331,45389.81
13278,Dalton Rogers,30,Female,110156,380,10451.04
24317,Tiffany Mccullough,23,Female,78214,427,1477.38
48983,Sarah West,59,Male,145380,383,13913.39
48643,Leslie Walsh,37,Male,34226,474,37733.33
5314,Mary Hill,48,Female,105682,445,20816.95
59154,David Gamble,38,Female,116140,582,35723.35
94485,Christopher Smith DVM,20,Female,126678,703,38469.62
28205,Amber Reyes,50,Male,119082,478,13410.84
21133,Richard Fowler,75,Male,88814,378,20923.33
99375,Russell Lewis,46,Female,119811,675,5252.82
72386,Mallory Lewis,30,Female,44998,449,27474.72
22152,Cameron Moore,66,Female,57032,432,35556.43
99855,Eric Gutierrez,34,Female,144528,733,25606.03
86460,Jonathan Rivers,37,Male,147241,806,49800.1
15769,Mary Jackson,76,Male,126200,828,43070.07
62634,Kevin Williams,58,Female,62165,337,16218.48
64247,Kim Suarez,51,Female,135691,721,44314.97
77100,Raymond Snyder,24,Female,136262,829,40437.17
15372,Henry Diaz,37,Female,95934,650,8539.45
75809,Robin Beasley,21,Female,48524,792,23887.83
42604,Jacqueline Lopez,49,Male,125407,508,418.11
10869,Omar Brown,56,Male,38283,842,19578.72
47450,Mr. Lance Chang,54,Male,110631,631,13322.29
18172,Tina Hamilton,31,Male,43325,676,35621.09
3327,Ashley Clay,73,Male,102267,462,45627.32
67571,Glenda Kaiser,79,Male,56190,571,30383.22
42232,Loretta Higgins,54,Female,107435,606,42245.16
84091,Victoria Gilbert,60,Female,93072,398,4195.49
98442,Todd Payne II,29,Male,78939,340,31766.49
51174,Mindy Gallegos,67,Male,84046,779,30945.58
9195,Susan Willis,48,Female,83834,584,29300.7
5356,Allen Marshall,80,Female,129685,803,11973.88
78532,Gregory Rice,21,Female,103840,457,42335.97
15668,Robert Washington,25,Male,71319,312,29987.78
24323,Veronica Johnson MD,64,Male,33303,792,10068.07
30057,Charles Little,47,Male,25530,555,15982.78
99572,Beth Myers MD,58,Female,47040,514,765.54
46286,Robert Bass,54,Male,84922,641,30538.18
27725,Thomas Richard,73,Female,113404,726,3916.43
36486,Kathleen Miller,73,Female,60224,628,22865.74
16087,Jason Gomez,34,Female,70540,502,42871.18
59799,Jennifer Christian,60,Female,80126,595,26841.4
36841,Adam Richards,52,Male,83305,370,16485.98
34598,Brad Lynch,54,Male,110848,821,6703.95
