client_id,name,age,gender,income,credit_score,income_category,age_group
30843,Sharon Petty MD,63,Female,131393,677,High,Senior
56867,Erin Watson,62,Male,133273,579,High,Senior
65570,Joe Gallegos,60,Female,147929,340,High,Senior
99545,Sean Gonzalez,29,Female,32525,488,Low,Adult
72255,Nathan Middleton,22,Male,67551,669,Medium,Young
9358,Timothy Kerr,42,Female,116589,511,High,Adult
39567,Michael Jackson,69,Male,47745,710,Medium,Senior
28241,Jennifer Mitchell,56,Female,142666,695,High,Senior
42123,John Sanders,43,Male,32593,575,Low,Adult
77783,Benjamin Sharp,43,Male,81824,376,High,Adult
63670,Jacqueline Rogers,77,Male,105411,465,High,Senior
62216,William Cook,29,Female,121799,686,High,Adult
33092,Brian Wilson,59,Female,139754,786,High,Senior
83465,Sharon Orr,43,Female,141017,484,High,Adult
12141,Elizabeth Porter,39,Female,79890,544,Medium,Adult
72598,Kyle Hernandez,77,Male,63024,821,Medium,Senior
54416,Xavier Harris,71,Female,130283,563,High,Senior
19975,Peter Baldwin,23,Female,33299,545,Low,Young
57126,Christopher Jones,21,Female,73200,738,Medium,Young
46836,Joshua Pierce,35,Male,99129,530,High,Adult
3011,Craig Jenkins,69,Male,112009,473,High,Senior
28460,Michael Davis,62,Female,58981,623,Medium,Senior
33252,Aaron Phillips,70,Female,146058,330,High,Senior
34886,Valerie Smith,43,Male,113848,422,High,Adult
77497,Yvonne Richardson,52,Male,60696,699,Medium,Senior
26817,Lindsay Perez,56,Female,42929,743,Medium,Senior
11807,Denise Cherry,44,Female,86549,601,High,Adult
64911,Heather Zuniga,31,Female,135274,386,High,Adult
93844,Michael Hebert,38,Male,72380,321,Medium,Adult
2384,Renee Parker,55,Male,118138,373,High,Senior
81841,Bailey Johnson,68,Male,77613,784,Medium,Senior
77636,John Benjamin,55,Male,25993,544,Low,Senior
36617,Michele Barron,30,Female,50868,433,Medium,Adult
1647,Joshua Santiago,36,Female,83779,838,High,Adult
80744,Adrian Duarte,66,Male,127723,608,High,Senior
39612,Mackenzie Jensen,39,Male,44099,330,Medium,Adult
1224,Michael Holden,64,Female,110335,556,High,Senior
82982,Jesus Pitts,35,Female,119992,720,High,Adult
61094,Jennifer Todd,18,Female,24879,306,Low,Young
96081,Robert Olson,39,Female,26205,470,Low,Adult
6501,Scott Williams,22,Male,76761,650,Medium,Young
43449,Autumn Ferrell,67,Female,105087,573,High,Senior
93838,Leon Espinoza,18,Female,72682,681,Medium,Young
37345,William Parrish,54,Male,141052,358,High,Senior
41866,Jason Orozco,71,Female,60232,666,Medium,Senior
23047,Donna Anderson,43,Male,46123,789,Medium,Adult
25781,Matthew Lyons,70,Male,75002,345,Medium,Senior
49498,William Fleming,26,Female,74140,833,Medium,Adult
43001,Christopher Jones,37,Male,22241,742,Low,Adult
23868,Allison Zimmerman,18,Female,83468,540,High,Young
53830,Sandra Prince,50,Female,73437,414,Medium,Adult
41628,Rebecca Reyes,78,Female,76936,775,Medium,Senior
1829,Tony Robertson,67,Male,85654,342,High,Senior
12673,Noah Ford,40,Male,102696,839,High,Adult
69096,Christopher Riley,80,Female,146548,773,High,Senior
42117,Eric Thompson,18,Male,84070,820,High,Young
38449,Katherine Villanueva,39,Male,83643,802,High,Adult
69909,Timothy Clark,41,Male,124552,369,High,Adult
86657,Jessica Miller,33,Male,63063,455,Medium,Adult
88806,Barry Gonzalez,45,Female,73890,828,Medium,Adult
63372,Nicholas Haas,55,Male,69892,646,Medium,Senior
20706,Brian Guerrero,66,Female,55289,838,Medium,Senior
29466,Stacey Allen,70,Female,122942,657,High,Senior
53469,Diana Collins,67,Female,60081,719,Medium,Senior
96185,Jessica Ramirez,55,Male,139647,714,High,Senior
99999,Justin Miles,48,Male,121694,309,High,Adult
42286,Tammy Anderson,31,Female,34077,300,Low,Adult
7774,Troy Hooper,73,Male,104142,695,High,Senior
18367,Austin Clark,46,Female,120080,361,High,Adult
56212,Jennifer Yoder,45,Female,61894,837,Medium,Adult
46280,Rita Lee,50,Male,129795,771,High,Adult
32065,Jeffrey Huang,32,Male,44746,798,Medium,Adult
20701,Jonathan Williams,80,Female,35492,326,Low,Senior
79272,William White,53,Male,27040,692,Low,Senior
65736,Charles Hansen,34,Male,127032,841,High,Adult
41619,Regina Donaldson,44,Male,139791,657,High,Adult
10466,Nicholas Hall,53,Male,102994,353,High,Senior
11180,Diana Conway,42,Male,85039,697,High,Adult
9310,Regina Gonzalez,76,Male,137973,536,High,Senior
26608,Samuel Rowe,57,Female,111737,432,High,Senior
72651,Mary Smith,42,Male,31655,311,Low,Adult
44793,Brian Smith,63,Male,58040,480,Medium,Senior
19911,Martha Cohen,73,Male,113840,522,High,Senior
86198,Chase Young,72,Male,60729,354,Medium,Senior
6466,Danielle Flynn,39,Female,49111,314,Medium,Adult
73795,Cody Thomas,36,Female,120674,356,High,Adult
65808,Russell Harris,54,Male,32098,675,Low,Senior
50271,Peggy Harrison DDS,47,Male,58268,609,Medium,Adult
46201,Robert Stein,54,Male,121363,738,High,Senior
16855,Sophia Johnson,37,Female,102169,688,High,Adult
28419,Brian Cox,49,Female,131017,357,High,Adult
70531,Louis Nelson,71,Male,58735,755,Medium,Senior
70063,Allen Ballard,64,Female,149869,678,High,Senior
1237,Rebecca Goodman,38,Male,105893,541,High,Adult
1189,Charles Gregory,27,Female,62143,357,Medium,Adult
2377,Susan Stevens,35,Female,36526,719,Low,Adult
19853,Emma Mcdonald,55,Female,148323,543,High,Senior
64921,Marie Mason,69,Male,100718,749,High,Senior
84283,Alicia Horton,61,Male,135466,550,High,Senior
8273,Bryan Brown,33,Female,49922,682,Medium,Adult
47937,Justin Greer,48,Male,122390,519,High,Adult
40766,Patty Ross,63,Male,104912,343,High,Senior
54941,Casey Williamson,27,Female,111326,614,High,Adult
22491,Michael Green,57,Female,62830,345,Medium,Senior
88244,Chad Rojas,22,Female,68505,485,Medium,Young
48804,Mary Johnson,72,Female,79475,541,Medium,Senior
78426,Steven Smith,42,Male,109212,722,High,Adult
1470,Michael Boyd,18,Female,107559,376,High,Young
17556,Ronald Butler,48,Male,46016,317,Medium,Adult
41807,George Stewart,66,Male,98111,839,High,Senior
53294,Tyler Meyers,31,Female,33750,694,Low,Adult
19171,Nancy Porter,41,Male,112477,648,High,Adult
18411,Michael Glenn,29,Male,122979,600,High,Adult
64237,Tracy Ramirez,63,Female,139304,840,High,Senior
67398,Andrea Holland,64,Female,79383,544,Medium,Senior
36264,Julie Jones,24,Female,45375,341,Medium,Young
49489,Erica Compton,32,Female,124543,704,High,Adult
31888,Preston Thompson,44,Female,134286,800,High,Adult
35490,Kristin Cole,63,Female,21301,307,Low,Senior
64029,Robert Morrow,80,Female,124705,524,High,Senior
76040,Megan Henderson,61,Male,124681,813,High,Senior
50469,Kyle Wood,69,Male,129227,746,High,Senior
31167,Julie Williams,78,Female,37074,711,Low,Senior
5637,Nicholas Stevens,38,Female,120481,333,High,Adult
90184,Stephen Wiley,25,Male,141933,635,High,Young
61012,Heather Jimenez,37,Female,59487,370,Medium,Adult
62967,Tracy Nelson,24,Male,141943,458,High,Young
12734,Jeremy Garza,41,Male,120585,359,High,Adult
20721,Katelyn Richardson,54,Male,140389,395,High,Senior
36338,Amy Andrade,45,Male,59298,597,Medium,Adult
20523,Marcus Ritter,41,Female,47671,616,Medium,Adult
66134,James Wiley,38,Male,82337,714,High,Adult
11788,Mark Matthews,23,Male,112829,504,High,Young
51024,Samantha Gilmore,49,Female,51535,438,Medium,Adult
34603,Molly Tanner,32,Male,82861,393,High,Adult
53533,John Brown,70,Female,39655,380,Low,Senior
76674,Ronald Clark,23,Female,144044,343,High,Young
86533,Casey Rojas,80,Male,75251,732,Medium,Senior
54774,Justin Perry,31,Male,113949,483,High,Adult
80237,Dr. Gary Patterson,73,Male,25054,653,Low,Senior
46552,Jennifer Rasmussen,24,Female,83217,388,High,Young
31647,James Lee,36,Male,132793,409,High,Adult
39503,Jennifer Hughes,37,Female,122900,607,High,Adult
52979,Nancy Phillips,51,Male,87443,789,High,Senior
89103,Becky Gallegos MD,54,Male,137624,461,High,Senior
17165,Todd Clark,42,Male,137878,645,High,Adult
22014,Lori Olsen,69,Female,35185,623,Low,Senior
6059,Allison Williams,45,Female,57461,554,Medium,Adult
88153,Lawrence Moore,65,Male,49028,604,Medium,Senior
89449,Glenn Villanueva,72,Female,79903,782,Medium,Senior
29442,Beth Day,42,Female,97322,379,High,Adult
79079,Bryan Friedman,48,Male,107892,392,High,Adult
48051,Timothy Brown,58,Male,21299,459,Low,Senior
49028,William Huff,46,Male,31506,537,Low,Adult
62986,Karen Clark,51,Male,63630,465,Medium,Senior
37445,Matthew Conley,53,Female,51786,387,Medium,Senior
23701,Paul Garcia,63,Female,144970,799,High,Senior
62115,Wendy Murray,44,Female,60492,788,Medium,Adult
88826,Mark Ellis,28,Female,135958,519,High,Adult
13651,Andrew Scott,74,Female,55977,347,Medium,Senior
51798,Kenneth Rice,28,Female,22105,654,Low,Adult
26638,Erin Rice,68,Male,125515,433,High,Senior
44399,Christopher Gardner,52,Male,30016,405,Low,Senior
68185,Ariel Morris,32,Male,91789,440,High,Adult
96302,Veronica Page,24,Male,106331,521,High,Young
11456,Phillip Parker,40,Male,65472,321,Medium,Adult
12821,Natalie Perry,38,Male,113892,506,High,Adult
27845,Jacqueline Scott,49,Female,96479,348,High,Adult
12892,Michael Woods,64,Female,66999,468,Medium,Senior
94171,Jacqueline Morrison,66,Female,53220,325,Medium,Senior
29567,Frances Mcdonald,71,Female,115866,445,High,Senior
92616,Annette Mason,78,Female,26383,794,Low,Senior
85681,Christina Moore,18,Male,30788,366,Low,Young
12326,Andrew Webster,52,Female,34058,711,Low,Senior
69751,Bruce Johnson,73,Female,54689,619,Medium,Senior
22124,Monica Taylor,64,Male,144843,641,High,Senior
73595,Adrienne Spence,46,Male,127350,627,High,Adult
57561,Donald Reed,27,Female,139839,697,High,Adult
17221,Christopher Underwood,79,Male,105417,684,High,Senior
83710,Robert Morales,42,Male,44886,492,Medium,Adult
73751,Frances Cardenas,63,Female,51211,627,Medium,Senior
31462,Charlotte Mckee,47,Female,78411,748,Medium,Adult
6075,Steven Davis,75,Female,62309,798,Medium,Senior
28023,Joseph Rodriguez,68,Male,40921,408,Medium,Senior
28345,Derek Stewart,33,Male,143476,470,High,Adult
84824,James Haynes,36,Male,24706,404,Low,Adult
90905,Karen Calderon,29,Male,87384,640,High,Adult
24562,Michael Banks,24,Male,86183,362,High,Young
33180,Lisa Spence DDS,75,Female,30509,456,Low,Senior
26353,Denise Moore,75,Male,50856,687,Medium,Senior
33735,Donna Hooper,25,Male,38854,338,Low,Young
62244,Monica Short,50,Male,91744,666,High,Adult
37881,Shelly Johnson DDS,80,Female,47316,704,Medium,Senior
83466,Deanna Johnson MD,30,Female,75997,742,Medium,Adult
5811,Thomas Gonzales,42,Female,122405,653,High,Adult
88383,Peter Reese,54,Female,141669,595,High,Senior
99006,Jennifer Thomas,50,Female,149519,828,High,Adult
5990,Tiffany Aguilar,62,Female,86728,337,High,Senior
41169,Alejandra Wise,67,Female,34768,615,Low,Senior
6063,Maria Mcintyre,49,Male,79031,712,Medium,Adult
2720,Erika Norris,69,Female,82345,554,High,Senior
19112,Emily Russell,53,Male,92392,514,High,Senior
97224,James Campbell,48,Female,55716,736,Medium,Adult
16789,Lori Bryant,60,Male,57305,832,Medium,Senior
28347,Carrie Pena,44,Male,98975,438,High,Adult
7098,Matthew Martinez,63,Male,52861,399,Medium,Senior
56091,Francis Gardner,54,Male,138730,694,High,Senior
50100,Tyler Davis,71,Female,121600,664,High,Senior
82821,Joseph Davis,22,Male,36948,327,Low,Young
67060,Francisco Santiago,44,Male,122006,567,High,Adult
45534,Christopher Mendez,78,Male,40270,828,Medium,Senior
52625,Ralph Turner,66,Male,67099,658,Medium,Senior
8076,Barbara Gonzalez,52,Male,69619,592,Medium,Senior
91994,Judith White,73,Female,104270,745,High,Senior
5773,Elizabeth Boyd,74,Female,120388,681,High,Senior
53281,Alfred Snyder,53,Female,142175,410,High,Senior
30421,Zoe Smith,23,Female,71464,816,Medium,Young
46305,Sarah Wright,29,Female,148087,663,High,Adult
13044,Terry Carter,54,Male,107271,513,High,Senior
37344,Juan Arnold,63,Female,132076,820,High,Senior
69777,Isabel Ashley,57,Male,58806,321,Medium,Senior
1321,Amanda Griffin,76,Male,113560,300,High,Senior
78750,Kaitlyn Ellis,57,Female,113570,418,High,Senior
5502,Jeffrey Brown,26,Female,41362,469,Medium,Adult
36444,Brett Wolf,22,Male,22155,615,Low,Young
91295,Shirley Rollins,49,Male,80370,582,High,Adult
57215,Barbara Smith,58,Male,97887,803,High,Senior
81854,Kimberly Stevens,41,Male,94162,750,High,Adult
71164,Michael Howell,55,Female,130743,524,High,Senior
50304,Lance Wilson,60,Female,127289,375,High,Senior
65361,Peter Hall,23,Male,57261,842,Medium,Young
71438,Ryan Jones,42,Female,64381,845,Medium,Adult
55213,Chelsea King,25,Male,140603,831,High,Young
9777,Timothy Baker,68,Female,78918,694,Medium,Senior
91771,Christopher Stevenson,51,Male,51989,805,Medium,Senior
18587,Dillon West,45,Female,108997,385,High,Adult
86869,Daniel Eaton,60,Female,109081,463,High,Senior
49390,Michelle Schmidt,26,Male,86593,639,High,Adult
89493,Belinda White,27,Male,105172,309,High,Adult
63468,Daniel Yates,42,Male,51791,604,Medium,Adult
22115,Rose Moore,49,Female,72988,609,Medium,Adult
95938,Samantha Rodriguez,38,Female,49235,799,Medium,Adult
66212,Roberto Padilla,22,Female,32903,812,Low,Young
93979,Robert Hansen,60,Male,42164,537,Medium,Senior
65857,Gloria Smith,60,Female,24693,413,Low,Senior
97990,Sara Hamilton,65,Female,40169,827,Medium,Senior
50578,Jonathan Jones,25,Male,128548,446,High,Young
20125,Nicholas Wu,65,Female,43244,794,Medium,Senior
78083,Alexandria Smith,32,Male,25073,757,Low,Adult
85668,Deborah Vega,24,Male,132559,829,High,Young
76005,Emily Brown,76,Female,28778,599,Low,Senior
69170,Gina Torres,65,Female,110560,828,High,Senior
98008,Emily Prince,34,Female,95173,432,High,Adult
89442,Wendy Nelson,74,Female,86490,513,High,Senior
64374,Heidi Baker,54,Female,123955,824,High,Senior
35797,Alexander Brooks,20,Female,22099,479,Low,Young
51036,Jason Baker,23,Female,104486,505,High,Young
44528,Tammy Armstrong,58,Female,125158,612,High,Senior
71819,Mr. Bill Rowe,74,Male,36003,785,Low,Senior
90352,Andrew Brown,61,Male,105371,681,High,Senior
15145,Victor Taylor,46,Male,22433,461,Low,Adult
1645,Maria Morris,18,Male,57272,733,Medium,Young
36654,Anthony Hebert,48,Female,106863,699,High,Adult
7538,Pamela Rice,36,Female,132595,307,High,Adult
15927,Anna Randolph,69,Female,55991,560,Medium,Senior
26722,Jesse Rivera DVM,73,Female,26928,788,Low,Senior
47145,Jennifer Rogers,69,Female,120946,441,High,Senior
82831,Kaitlyn Davis,47,Female,73517,567,Medium,Adult
51900,Mr. Stephen Brandt DDS,35,Female,119659,718,High,Adult
43372,Cody Keller,69,Female,34748,685,Low,Senior
11166,Bill Myers,43,Female,89874,672,High,Adult
87529,Ian Ward,67,Male,144719,831,High,Senior
26028,Holly Odonnell,72,Female,24398,510,Low,Senior
39950,Michael Chase,59,Male,125515,456,High,Senior
93098,Peter Garcia,39,Male,71658,405,Medium,Adult
36285,Rhonda Lopez,77,Female,95194,463,High,Senior
2891,Stacy Riley,21,Male,98005,531,High,Young
30723,Shane Graham,36,Male,35641,599,Low,Adult
47556,Renee Hicks,26,Female,109180,391,High,Adult
64014,Michael Smith,75,Female,21424,672,Low,Senior
35971,Sharon Gonzalez,27,Female,58711,810,Medium,Adult
58193,Dominique Crawford,48,Female,148648,402,High,Adult
48773,Wendy Eaton,33,Female,121216,602,High,Adult
29510,Tracy Mcdonald,48,Female,118734,623,High,Adult
97091,Victoria Murillo,67,Male,23348,790,Low,Senior
86980,Andrea Harvey,54,Female,133374,692,High,Senior
37841,Brittany Rodriguez,73,Male,109312,439,High,Senior
10109,Mrs. Rebecca Cooper,57,Female,115252,442,High,Senior
33479,Andrew Smith,49,Female,28013,760,Low,Adult
14945,Jennifer Martin,37,Male,43000,340,Medium,Adult
87910,Rita Lopez,67,Female,53196,577,Medium,Senior
17696,Alejandro Silva,66,Female,132152,611,High,Senior
59286,Rebecca Bass,49,Female,44267,842,Medium,Adult
72946,Lawrence Payne,68,Female,28507,598,Low,Senior
69212,Crystal Burke,54,Female,40026,391,Medium,Senior
31283,Michael Reed,80,Male,143235,327,High,Senior
19852,Cheyenne Harris,30,Male,135671,337,High,Adult
71771,Frederick Wheeler,74,Male,70737,433,Medium,Senior
13431,Daniel Petersen,33,Male,64831,357,Medium,Adult
18759,Benjamin Trujillo,19,Male,107504,585,High,Young
46385,Scott Riddle,45,Female,123456,678,High,Adult
65993,Ashley Robinson,43,Female,139023,322,High,Adult
42501,Jessica Chung,30,Female,139940,821,High,Adult
49708,Clayton Chen,56,Male,118445,676,High,Senior
15038,Julia Nelson,55,Male,59645,467,Medium,Senior
48498,Evan Taylor,80,Male,38046,710,Low,Senior
81994,Robin Larson,36,Female,142655,561,High,Adult
79315,Marisa Rose,68,Female,114178,816,High,Senior
17436,Stephen Hart,75,Male,38067,636,Low,Senior
94376,Christine Wiley,64,Female,145020,562,High,Senior
41174,Mary Gonzales,72,Female,87226,321,High,Senior
7196,Jennifer Daniels,32,Male,37533,808,Low,Adult
36834,Michael Raymond,46,Female,101665,838,High,Adult
76752,Colton Richmond,62,Female,79227,387,Medium,Senior
59266,Chase Perkins,43,Male,61799,562,Medium,Adult
8331,Carol Snyder,67,Female,75558,735,Medium,Senior
69292,Marie Washington,75,Female,147821,348,High,Senior
36801,Ashley Davis,54,Female,58751,490,Medium,Senior
22461,Sheryl Goodwin,18,Female,25975,611,Low,Young
56996,Dennis Miller,53,Female,74443,301,Medium,Senior
31107,Tanner Cortez,31,Female,104274,766,High,Adult
2073,Tiffany Decker,53,Male,126340,469,High,Senior
20229,Alexandria Murillo,66,Female,139243,378,High,Senior
23448,Mr. Michael Wallace,74,Female,141725,424,High,Senior
1494,Angela Pratt,62,Female,132185,684,High,Senior
5878,Jeff Sweeney,64,Male,121685,767,High,Senior
31892,Dean Wilkerson,27,Female,60428,410,Medium,Adult
49255,John Powell,48,Female,145640,325,High,Adult
35210,Ryan Collins,62,Male,58886,621,Medium,Senior
54121,Nicole Taylor,30,Female,51045,602,Medium,Adult
82936,Edward Silva,40,Female,56454,659,Medium,Adult
10809,Paul Perez,67,Male,32703,569,Low,Senior
23353,Sabrina Robles,58,Male,49350,566,Medium,Senior
62989,Barbara Ibarra,26,Male,125307,430,High,Adult
39233,Brian Cunningham,53,Female,114955,768,High,Senior
73681,Nancy Waters,74,Male,53443,738,Medium,Senior
38497,Lawrence Ray,61,Male,33936,412,Low,Senior
84721,Jeffrey Watkins,29,Female,22060,504,Low,Adult
55064,Erik Curtis,51,Female,65254,811,Medium,Senior
18207,Benjamin Murphy,57,Male,77209,529,Medium,Senior
31499,Lori Adams,68,Male,92775,564,High,Senior
41678,Karen Watson,76,Male,117972,825,High,Senior
12836,Charles Larson,36,Male,98385,362,High,Adult
5695,Victoria Dickerson,51,Female,147921,706,High,Senior
24335,Jasmine Chen,20,Female,106841,682,High,Young
20358,Mark White,46,Male,22801,557,Low,Adult
12965,Nicholas Romero,68,Male,60513,500,Medium,Senior
5677,Kyle Green,52,Female,45672,488,Medium,Senior
18529,Jennifer Wright,27,Female,92240,420,High,Adult
40099,Brittany Lopez,39,Male,96636,801,High,Adult
25695,Edward Maldonado,79,Female,76899,400,Medium,Senior
34352,Melissa Wilson,21,Male,70391,565,Medium,Young
65129,David Willis,37,Male,80032,383,High,Adult
40227,Thomas Spencer,50,Male,113112,371,High,Adult
16070,Timothy Stanton,75,Male,118764,376,High,Senior
69368,Jamie Hendrix,80,Male,135478,567,High,Senior
10554,Jason Roberts,42,Female,58936,848,Medium,Adult
40927,Lauren Smith,58,Male,143635,408,High,Senior
70026,Leroy Valdez,44,Female,76298,429,Medium,Adult
84800,Craig George,44,Male,34016,597,Low,Adult
73937,Douglas Weber,45,Male,47261,405,Medium,Adult
33939,Henry Richardson,51,Female,134901,821,High,Senior
6301,William Gallegos,73,Male,50396,773,Medium,Senior
78278,Lisa Perkins,52,Female,44687,404,Medium,Senior
36528,David Johnson,41,Male,61086,588,Medium,Adult
31968,Melissa Martinez,46,Male,28359,677,Low,Adult
42143,David Clayton DVM,70,Male,86544,590,High,Senior
30913,Kristine Stokes,75,Male,128581,446,High,Senior
87260,Andrea Mann,60,Male,53963,379,Medium,Senior
45411,Jeremy Miller,43,Male,49600,732,Medium,Adult
39320,Mr. Nicholas Allen,60,Male,42680,658,Medium,Senior
56173,Karen Jones,44,Female,96962,776,High,Adult
96524,Luis Snow,29,Male,50732,777,Medium,Adult
10361,Brian Beltran,48,Female,49454,575,Medium,Adult
45227,Rhonda Doyle,42,Female,100645,328,High,Adult
13918,Debra Gonzalez,43,Female,37507,307,Low,Adult
58094,Gary Sanchez,27,Female,31324,638,Low,Adult
2444,Dr. Carol Strickland,32,Female,93777,698,High,Adult
47529,Jennifer Robinson,67,Female,134582,762,High,Senior
77115,Rachel Cole,32,Male,102364,624,High,Adult
69114,Kevin Cabrera,47,Male,94277,625,High,Adult
55578,Timothy Wright,68,Male,48443,527,Medium,Senior
1838,Rachel Taylor,55,Female,41235,526,Medium,Senior
36914,Kevin Rowland,37,Male,50533,328,Medium,Adult
47573,Kaitlyn Brewer,25,Male,67128,531,Medium,Young
82149,Jason Warren,64,Male,44920,789,Medium,Senior
1226,Troy Gray,70,Male,103456,457,High,Senior
94956,Nicholas Carlson,68,Male,22540,849,Low,Senior
79782,Kendra Johnson,57,Male,86602,434,High,Senior
14616,Jessica Cuevas,25,Female,139997,676,High,Young
35396,Kathryn Ramirez,50,Female,29097,307,Low,Adult
3175,Sara Owens,18,Female,80310,400,High,Young
88839,Cassandra Zuniga,23,Female,129173,792,High,Young
93941,Barbara Flores,44,Male,75527,664,Medium,Adult
55502,Jason Reid,73,Male,33640,804,Low,Senior
3630,Cynthia Carlson,56,Male,62038,423,Medium,Senior
44807,Francisco Gibson,30,Male,133413,653,High,Adult
71870,Tammy Williams,58,Female,94147,449,High,Senior
11701,Cole Irwin,30,Male,80231,786,High,Adult
26172,Ashley Archer,63,Female,68436,578,Medium,Senior
80655,Angela Medina,39,Male,135557,662,High,Adult
65054,Olivia Landry,64,Male,147087,572,High,Senior
3652,Amy Johnson,77,Female,84615,650,High,Senior
68524,Kristen Ware,54,Female,134347,544,High,Senior
77536,Rebecca Li,29,Male,80885,395,High,Adult
58897,David Ross,32,Male,107053,633,High,Adult
58834,Derek Berry,28,Male,40291,676,Medium,Adult
67113,Megan Wright,68,Male,122509,440,High,Senior
6549,Michael Hampton,24,Female,52258,661,Medium,Young
65708,Sonya Morris,69,Female,56808,300,Medium,Senior
22691,Amber Fernandez,18,Female,35016,375,Low,Young
27011,Brandy Peterson,77,Male,97486,781,High,Senior
91564,Nancy Richardson,47,Male,79527,620,Medium,Adult
26683,Caroline Campbell,63,Male,73237,772,Medium,Senior
55447,Lacey Warner,38,Female,47196,706,Medium,Adult
84733,Diane Owens,67,Male,65402,555,Medium,Senior
35728,Dennis Owen,18,Female,135293,744,High,Young
14015,Andrew Murphy,68,Female,92135,565,High,Senior
61892,Ellen Logan,20,Male,24948,793,Low,Young
16231,Patrick Norris,33,Male,36717,427,Low,Adult
71755,Whitney Koch,60,Male,31991,760,Low,Senior
8878,Tyler Barker,60,Male,90094,469,High,Senior
23248,Julie Barton,20,Male,91409,382,High,Young
30811,Morgan Brooks,67,Male,116874,435,High,Senior
29939,Gregory Estrada,74,Female,119488,522,High,Senior
25640,William Freeman,58,Female,90781,578,High,Senior
96454,Matthew Turner,38,Female,108842,787,High,Adult
40828,Sarah Cohen,23,Male,41101,427,Medium,Young
63546,Steven Schmidt,56,Male,139221,613,High,Senior
42805,Devin Wagner,72,Female,127998,561,High,Senior
31302,Brandon Sanchez,70,Male,30805,650,Low,Senior
6277,Malik Smith,19,Male,141735,610,High,Young
50240,Kristen Hughes,51,Male,113856,306,High,Senior
92034,Melinda Olson,19,Male,84949,524,High,Young
1018,Amanda Delgado,50,Male,92635,829,High,Adult
22037,Gene Herrera,58,Male,87131,371,High,Senior
42614,Carl Hayes,56,Female,85409,480,High,Senior
12519,Rachel May DDS,80,Female,96084,809,High,Senior
19446,James Davis,72,Male,129753,627,High,Senior
86627,Bryan Harper,60,Male,111283,835,High,Senior
6482,Wanda Moore,18,Female,107729,607,High,Young
9734,Denise Hawkins,35,Male,60769,749,Medium,Adult
49640,Kimberly Odonnell,60,Female,40346,637,Medium,Senior
85829,Donald Livingston,29,Male,115720,315,High,Adult
14661,Leslie Hudson,69,Female,48679,647,Medium,Senior
66517,Natasha Thomas,47,Male,69899,564,Medium,Adult
53054,Samantha Booth,63,Male,125465,534,High,Senior
76271,Emily Hayden,55,Female,93009,606,High,Senior
80733,Natalie Carter,66,Female,76840,450,Medium,Senior
81395,Jessica Downs,40,Female,102280,629,High,Adult
74468,Jessica Sanchez,53,Male,85678,802,High,Senior
90187,Doris Jackson,61,Male,28762,667,Low,Senior
31797,Kim Ramirez,18,Female,50455,318,Medium,Young
30748,Jennifer Wood,48,Male,112226,654,High,Adult
85243,Beth Hunt,22,Male,116770,416,High,Young
26527,Debra Taylor,67,Female,109799,455,High,Senior
52655,Thomas Bell,48,Female,29516,433,Low,Adult
99586,Steven Lee,36,Male,70384,649,Medium,Adult
16847,Michael Jimenez,35,Female,86896,743,High,Adult
25111,Jessica Reynolds,80,Male,54026,572,Medium,Senior
79385,Dylan Lopez,78,Male,39445,549,Low,Senior
56180,John Anderson,79,Female,49181,409,Medium,Senior
9606,Tammy Keller,31,Male,109152,510,High,Adult
18008,Mary Chavez,44,Male,122544,566,High,Adult
20730,Crystal Wilson,53,Female,47620,441,Medium,Senior
58159,Xavier Mccoy,36,Female,129507,569,High,Adult
91346,Lisa Arnold,47,Female,41064,838,Medium,Adult
55648,Marco Anderson,59,Male,82488,322,High,Senior
67011,Stephanie Mcdaniel,20,Male,129130,619,High,Young
22016,Cynthia Andrews,30,Female,23990,375,Low,Adult
73304,George Thompson,51,Male,100972,850,High,Senior
72400,Katelyn Adams,25,Female,96721,315,High,Young
84882,Ann Knight,48,Female,49876,433,Medium,Adult
40394,Dwayne Sanders,75,Male,94352,832,High,Senior
63426,Brandon Horton,31,Female,47652,509,Medium,Adult
19613,Mr. Cody Wallace,77,Male,36091,820,Low,Senior
95599,John Anderson,26,Male,44315,469,Medium,Adult
28267,Diane Hall,67,Female,73408,714,Medium,Senior
17402,Cassandra Price,19,Male,139572,384,High,Young
9366,Justin Molina,70,Female,69964,526,Medium,Senior
59895,Courtney Kemp,43,Male,140935,717,High,Adult
89483,Rachel Garcia,50,Male,111088,844,High,Adult
97318,Natalie Romero,64,Male,80175,627,High,Senior
49694,Kristen Sexton,57,Female,87408,678,High,Senior
83898,Jason Martin,37,Male,35009,669,Low,Adult
52355,Mary King,44,Female,66263,484,Medium,Adult
38560,Nicholas Benton,44,Male,41064,477,Medium,Adult
63930,Christopher Washington,56,Female,86123,309,High,Senior
63053,Carlos Pearson,51,Male,103969,311,High,Senior
3735,Lindsay Williams,34,Male,85730,345,High,Adult
39994,Sandra Mccall,42,Female,149028,522,High,Adult
71602,Tyrone Williams,23,Male,29869,738,Low,Young
42839,Sandra Sharp,20,Female,145481,687,High,Young
94837,Brandy Bolton,31,Male,86076,344,High,Adult
43613,Jonathan Walker,60,Male,38805,645,Low,Senior
50133,Carla Ward,20,Female,97139,667,High,Young
34333,Jennifer Rodriguez,23,Male,95631,773,High,Young
